1562	2802484	2802836
1563	2806147	2807638
1564	2808702	2808791
1565	2809323	2809448
1567	2812177	2812823
1577	2812902	2823853
1578	2826539	2826642
1580	2828801	2830497
1584	2833068	2837545
1587	2840437	2848668
1589	2854439	2855114
1590	2857677	2857781
1592	2858439	2859451
1593	2861524	2861614
1594	2863035	2863122
1598	2864488	2874602
1601	2875641	2885375
1603	2885432	2890235
1604	2890602	2890678
1608	2892794	2898613
1610	2901397	2903578
1611	2903720	2903732
1615	2904606	2913078
1619	2915836	2923369
1620	2924219	2924329
1621	2925695	2926250
1623	2929833	2932256
1625	2938122	2940717
1627	2940924	2941358
1630	2943008	2945408
1632	2945706	2947263
1637	2948596	2967683
1638	2968374	2968441
1639	2969156	2969292
1640	2969512	2969618
1642	2970660	2974620
1644	2975653	2977042
1649	2977979	2983868
1650	2985099	2985557
1651	2986191	2986523
1654	2987809	2989289
1655	2989782	2990115
1656	2991493	2991659
1659	2991879	2998366
1661	3001991	3004283
1663	3010416	3013181
1664	3013761	3014081
1665	3022209	3022372
1667	3026511	3029388
1668	3030965	3031086
1670	3031636	3037876
1672	3038399	3039334
1675	3040316	3041683
1679	3043124	3053633
1680	3054812	3054870
1684	3055011	3057774
1685	3058669	3058871
1694	3064303	3079934
1697	3080694	3084208
1698	3084425	3084727
1699	3085883	3086305
1700	3088275	3088368
1701	3089077	3089155
1702	3090851	3090958
1704	3091939	3093119
1709	3096426	3101034
1710	3102391	3102454
1711	3103535	3103735
1713	3104993	3107574
1720	3108464	3126293
1721	3127059	3128199
1724	3129217	3132152
1727	3132846	3136748
1730	3137616	3145918
1732	3146960	3147683
1734	3148569	3150257
1735	3151446	3151584
1737	3152245	3153376
1738	3154541	3154644
1739	3155473	3155671
1747	3156907	3167849
1749	3169856	3170551
1751	3171479	3176136
1752	3177619	3177765
1754	3179604	3180571
1756	3181346	3182861
1757	3183153	3183435
1758	3183988	3184208
1759	3185438	3187902
1761	3189719	3190229
1763	3192548	3192787
1765	3192848	3193162
1766	3193223	3199228
1769	3201152	3202715
1771	3203334	3204484
1772	3205999	3206045
1774	3207510	3208802
1775	3209019	3209128
1776	3210875	3211068
1778	3212911	3213619
1780	3213696	3214800
1782	3215425	3217515
1784	3218896	3219487
1785	3220472	3220654
1786	3225690	3225822
1787	3229262	3229686
1790	3231706	3233981
1791	3237568	3237965
1794	3239211	3243125
1795	3244545	3244673
1796	3245451	3245794
1797	3246845	3246990
1798	3248399	3248583
1799	3248977	3249045
1800	3250033	3250325
1801	3250692	3250932
1803	3251290	3252340
1807	3253230	3265401
1808	3265621	3265875
1809	3266416	3266436
1812	3267625	3273303
1813	3274876	3275023
1815	3275824	3276935
1816	3278713	3279997
1817	3282026	3282191
1818	3285048	3285447
1819	3286033	3286111
1821	3290455	3291421
1824	3295007	3296995
1826	3297515	3297987
1828	3298291	3299506
1833	3302478	3309246
1838	3309421	3316658
1844	3318003	3325811
1846	3326106	3326984
1849	3328419	3331731
1850	3332704	3332930
1853	3333210	3338296
1854	3344483	3344599
1855	3346261	3346473
1857	3347107	3348598
1859	3348720	3352746
1860	3358639	3359197
1861	3359963	3360133
1863	3363211	3364947
1864	3365665	3365848
1868	3366977	3372890
1872	3374259	3378212
1873	3378612	3378764
1875	3381290	3382724
1876	3383196	3383559
1879	3383824	3387541
1884	3388472	3401505
1885	3402481	3403457
1886	3405289	3405396
1887	3407974	3408301
1888	3409590	3409674
1889	3410560	3410642
1891	3410823	3411885
1892	3416160	3416411
1893	3416634	3418155
1896	3421217	3427257
1898	3427813	3431711
1899	3435917	3436045
1906	3436457	3453599
1913	3464243	3475661
1916	3475881	3479310
1917	3482459	3482511
1919	3483382	3484141
1923	3486916	3490589
1924	3491772	3492032
1925	3494900	3495024
1926	3497224	3497469
1927	3497638	3497931
1928	3501975	3502073
1935	3502806	3520892
1937	3523446	3524490
1939	3528675	3530839
1941	3532463	3534833
1942	3535311	3535406
1943	3537729	3538184
1944	3540987	3541188
1946	3542068	3542903
1947	3544222	3544580
1949	3545898	3551106
1951	3553813	3556289
1953	3557889	3560035
1956	3561542	3573093
1961	3573688	3579160
1962	3579650	3579885
1963	3581065	3581505
1964	3582204	3582426
1965	3582583	3582781
1967	3583067	3584965
1970	3585407	3596006
1974	3596391	3602415
1976	3603272	3603773
1977	3604401	3604473
1979	3606673	3607239
